data,consumidores,consumo_kw,"temperatura_do_ar___bulbo_seco,_horaria_(c)",temperatura_do_ponto_de_orvalho_(c),temperatura_maxima_na_hora_ant._(aut)_(c),temperatura_minima_na_hora_ant._(aut)_(c),temperatura_orvalho_max._na_hora_ant._(aut)_(c),temperatura_orvalho_min._na_hora_ant._(aut)_(c),temp._ins._(c),temp._max._(c),temp._min._(c)
20191201,3,72,,,,,,,,,
20140301,159,626,,,,,,,,,
20220101,293,"61973,19",,,,,,,,,
20150401,2,9,,,,,,,,,
20170901,5,2546,,,,,,,,,
20110601,169,8478,,,,,,,,,
20210601,91,,,,,,,,,,
20231101,"592,049","5205,946",,,,,,,,,
20120701,153,26,,,,,,,,,
20191201,7,,,,,,,,,,
20160901,14,5,,,,,,,,,
20221001,19274,"4254,645",,,,,,,,,
20190901,"151,422","1334,579",,,,,,,,,
20221101,1,"107,305",,,,,,,,,
20131101,3093,3726,,,,,,,,,
20150301,1,63,,,,,,,,,
2024/07/11,,,"25,9","8,5","26,1","24,3","9,6","8,4",,,
2024/06/09,,,"17,8","13,5","17,8","15,6","13,7",13,,,
20220201,562,"235,365",,,,,,,,,
20181101,10846,18088,,,,,,,,,
20150101,12,3886,,,,,,,,,
20180701,586,"68429,511",,,,,,,,,
20211001,6242,"12614,296",,,,,,,,,
20231201,433293,60929,,,,,,,,,
20190801,33,"0,251",,,,,,,,,
20180901,1,"8,96",,,,,,,,,
20210701,3076,"3201,308",,,,,,,,,
20190801,,"56,061",,,,,,,,,
20200701,5489,"8066,899",,,,,,,,,
20130101,3,432,,,,,,,,,
20170301,7,95,,,,,,,,,
20220201,3,"79,754",,,,,,,,,
20130801,269,371,,,,,,,,,
20240801,4,"2,68",,,,,,,,,
20160801,1746,2879,,,,,,,,,
20160701,1,,,,,,,,,,
2024/01/09,,,"19,5","18,2","19,8","19,4","18,2","17,8",,,
20110901,192347,13825,,,,,,,,,
20220401,50383,"3604,736",,,,,,,,,
20190201,2,"2879,289",,,,,,,,,
20210301,39,"0,809",,,,,,,,,
20240101,312342,"4192,579",,,,,,,,,
20130601,112,2598,,,,,,,,,
20210601,436,"60,17",,,,,,,,,
20180501,259,"83,471",,,,,,,,,
20180501,12,2,,,,,,,,,
20110201,19,108,,,,,,,,,
20190201,31,"13619,82",,,,,,,,,
20210101,2,32542,,,,,,,,,
20130501,3,417,,,,,,,,,
20180801,635,"432,72",,,,,,,,,
20220701,134302,"41622,58",,,,,,,,,
20170901,1,818,,,,,,,,,
20120701,2,557,,,,,,,,,
20180901,227,102,,,,,,,,,
20230701,1673,"1773,744",,,,,,,,,
20110801,934,4425,,,,,,,,,
20160101,742,1567,,,,,,,,,
20240501,179,"29167,114",,,,,,,,,
20130601,9537,4257,,,,,,,,,
20120801,84,4667,,,,,,,,,
20120401,34905,8491,,,,,,,,,
20230701,18,"42,888",,,,,,,,,
20200201,176,"3,881",,,,,,,,,
20240201,115,"39,778",,,,,,,,,
20160701,263,335,,,,,,,,,
20221101,3,"10,842",,,,,,,,,
20130901,1,,,,,,,,,,
20151101,48,81,,,,,,,,,
20130401,396,820,,,,,,,,,
20200901,506,"6170,395",,,,,,,,,
20231201,1673146,"113541,166",,,,,,,,,
20210101,217,"91,934",,,,,,,,,
20220801,"251,5","556,656",,,,,,,,,
20220401,1604413,"99859,34",,,,,,,,,
20240901,439,"12281,107",,,,,,,,,
20231101,346,"515,576",,,,,,,,,
20130801,4,39,,,,,,,,,
20110101,15280,20726,,,,,,,,,
20220601,46814,"1347,251",,,,,,,,,
20150801,"1422,971","36101,44",,,,,,,,,
20231201,577,"729,014",,,,,,,,,
20200201,634,"2452,183",,,,,,,,,
20210201,234,"330,462",,,,,,,,,
20190701,410,"14,8",,,,,,,,,
20190301,15,"76,113",,,,,,,,,
20151101,3322,8067,,,,,,,,,
20150601,22,1,,,,,,,,,
20110601,1565,2376,,,,,,,,,
2024/03/10,,,"28,1","18,2","29,8","27,4","18,5","16,2",,,
20190501,6,"30662,718",,,,,,,,,
20140801,320,4,,,,,,,,,
20121001,3984,6289,,,,,,,,,
20111201,12,68,,,,,,,,,
20240101,24,"9,506",,,,,,,,,
20210301,1,"21,7",,,,,,,,,
20211201,8688,"5278,178",,,,,,,,,
20140401,112,40,,,,,,,,,
20230801,7,3071,,,,,,,,,
20130101,1,3,,,,,,,,,
20190401,237,"8036,851",,,,,,,,,
20150301,2,19443,,,,,,,,,
20120101,1,27,,,,,,,,,
20231101,112,"75,212",,,,,,,,,
20150101,55182,430,,,,,,,,,
20170801,23,15312,,,,,,,,,
20140601,148,3828,,,,,,,,,
20120501,989,1281,,,,,,,,,
20161001,4,3065,,,,,,,,,
20210501,2,"7,38",,,,,,,,,
20220601,10641,"1061,224",,,,,,,,,
20180901,7,"3077,612",,,,,,,,,
20160401,61,35,,,,,,,,,
20120901,176094,43442,,,,,,,,,
20221101,26791,997,,,,,,,,,
20240401,1685191,"115116,868",,,,,,,,,
20220401,1,"3,582",,,,,,,,,
20220801,2430,"360,659",,,,,,,,,
20240501,8,"96,959",,,,,,,,,
20240301,38,"304,678",,,,,,,,,
20121001,12,7309,,,,,,,,,
20210901,120,2071,,,,,,,,,
20180901,245,16529,,,,,,,,,
20240401,1815,"323,497",,,,,,,,,
20230101,65,"152,818",,,,,,,,,
20200901,5736,1777,,,,,,,,,
20150901,29020,9964,,,,,,,,,
2024/06/27,,,"24,1","8,5","24,1","22,3","10,6","8,3",,,
20180301,40,"35,961",,,,,,,,,
20240301,102,"18168,222",,,,,,,,,
20120701,264,8956,,,,,,,,,
20221101,8043,"1208,56",,,,,,,,,
20240401,4061,"6015,659",,,,,,,,,
20231001,9,199,,,,,,,,,
20180601,1829,54,,,,,,,,,
20170801,25,861,,,,,,,,,
20241201,39,"1072,346",,,,,,,,,
20200401,379098,"10048,644",,,,,,,,,
20190601,7447,"6077,232",,,,,,,,,
20201201,939,"9777,598",,,,,,,,,
20120801,8,2041,,,,,,,,,
20170801,92,5961,,,,,,,,,
20210701,14705,"8244,41",,,,,,,,,
20240101,102361,"30785,144",,,,,,,,,
20190401,45,"1852,014",,,,,,,,,
20170201,275,100,,,,,,,,,
20190901,631,"91,661",,,,,,,,,
20191001,1,372,,,,,,,,,
20200801,191546,"81659,715",,,,,,,,,
20180501,642,46,,,,,,,,,
20221001,11156,"17282,916",,,,,,,,,
20130401,7,1,,,,,,,,,
20220301,75,4556,,,,,,,,,
20180601,134,7197,,,,,,,,,
20120101,210739,29460,,,,,,,,,
20210901,1,20,,,,,,,,,
20160401,4,228,,,,,,,,,
20220901,1118496,"133917,984",,,,,,,,,
20210501,17,363,,,,,,,,,
20120301,18561,"33096,402",,,,,,,,,
20190501,5021,"2926,31",,,,,,,,,
20220501,10,"51483,913",,,,,,,,,
20110801,4,4184,,,,,,,,,
20200501,17498,"5294,593",,,,,,,,,
20130801,125217,30523,,,,,,,,,
20140201,4,3015,,,,,,,,,
20150401,877,24914,,,,,,,,,
20210701,74,"1289,696",,,,,,,,,
2024/01/17,,,"30,6","12,8","30,7","29,4","16,7","12,6",,,
20150201,1,118,,,,,,,,,
20181001,3328,4346,,,,,,,,,
20171001,32,699,,,,,,,,,
20111201,135,4002,,,,,,,,,
20231101,3,"46,878",,,,,,,,,
20130901,1952,284,,,,,,,,,
20241201,203788,"90412,105",,,,,,,,,
20170201,3,461,,,,,,,,,
20131001,3,18080,,,,,,,,,
20240801,206,"6200,073",,,,,,,,,
2024/06/21,,,"19,1",13,"19,2","17,6",13,"11,9",,,
20171001,2,,,,,,,,,,
2024/01/13,,,"24,2",18,"24,8","23,6","19,5",18,,,
20121101,73,1409,,,,,,,,,
20110901,1,10,,,,,,,,,
20140201,535893,177634,,,,,,,,,
20240901,3060,"1986,046",,,,,,,,,
20230601,1,31301,,,,,,,,,
20190301,364,"4698,992",,,,,,,,,
20110901,148,5677,,,,,,,,,
20180301,20,"3505,378",,,,,,,,,
20240701,3575,"1029,798",,,,,,,,,
20151001,53,61,,,,,,,,,
20220601,54,"108,299",,,,,,,,,
20210701,18,"8,042",,,,,,,,,
20190901,39,"3090,803",,,,,,,,,
20221101,77595,"19732,227",,,,,,,,,
20130501,14230,27564,,,,,,,,,
20110601,28004,12496,,,,,,,,,
20220901,14,"231,28",,,,,,,,,
20210401,22,"4350,047",,,,,,,,,
20241101,2,"92,849",,,,,,,,,
20210701,"81,528","21,357",,,,,,,,,
20231201,76,"149137,05",,,,,,,,,
20160501,44,3016,,,,,,,,,
20131101,45,76272,,,,,,,,,
20140601,1,1921,,,,,,,,,
20131101,3,61573,,,,,,,,,
20120201,33,921,,,,,,,,,
20140901,1,4,,,,,,,,,
20150401,20,1058,,,,,,,,,
20130401,572,415,,,,,,,,,
20160501,11,204,,,,,,,,,
20190201,4,"2617,032",,,,,,,,,
20221001,168,"72,116",,,,,,,,,
20120401,3135,3528,,,,,,,,,
20180301,152,294,,,,,,,,,
20210901,3,"843,502",,,,,,,,,
20211101,210,"208,338",,,,,,,,,
20241201,3,"11,022",,,,,,,,,
20220301,1,"4,216",,,,,,,,,
20160201,360948,8251,,,,,,,,,
20130101,29853,7253,,,,,,,,,
20161201,20,3,,,,,,,,,
20180801,78,"519,105",,,,,,,,,
20160701,57,677,,,,,,,,,
20180101,5192,"735,668",,,,,,,,,
20201001,30,"13,827",,,,,,,,,
20200601,189,"69,957",,,,,,,,,
20240901,74,"29,417",,,,,,,,,
20130401,545041,234097,,,,,,,,,
20140801,200,17090,,,,,,,,,
20111201,1,77,,,,,,,,,
20220601,24,3957,,,,,,,,,
20171001,6396,73,,,,,,,,,
20240601,64048,"1304,41",,,,,,,,,
20110201,1,2184,,,,,,,,,
20140801,13,727,,,,,,,,,
20120601,527,236,,,,,,,,,
20230501,520,"145,617",,,,,,,,,
20220901,278383,"40764,988",,,,,,,,,
20240601,1,"19,459",,,,,,,,,
20120701,3211,2923,,,,,,,,,
20150701,313348,43630,,,,,,,,,
20170401,2,,,,,,,,,,
20161201,4232,10681,,,,,,,,,
20240601,16,"218,833",,,,,,,,,
20230201,2325,1889,,,,,,,,,
20140301,216,32,,,,,,,,,
20230501,1,"0,138",,,,,,,,,
20121101,29,56,,,,,,,,,
20160501,150099,18599,,,,,,,,,
20170501,560585,38935,,,,,,,,,
20121001,5,2,,,,,,,,,
20180601,115,"11726,198",,,,,,,,,
20160901,1797,50,,,,,,,,,
20180201,1,,,,,,,,,,
20180501,67,"1,878",,,,,,,,,
20230301,17858,"7346,737",,,,,,,,,
20130901,1,701,,,,,,,,,
2024/07/31,,,26,"8,2","26,5","24,9","9,5","7,7",,,
20110701,17713,11718,,,,,,,,,
20160601,91821,6788,,,,,,,,,
20211001,201,"57,43",,,,,,,,,
20240501,30121,"6982,748",,,,,,,,,
20140501,,1246,,,,,,,,,
20140201,14,59967,,,,,,,,,
20160301,1176,524,,,,,,,,,
2024/05/03,,,"24,9","15,4","26,9","24,9","15,6","14,8",,,
20240201,11,"125,193",,,,,,,,,
20131201,13537,9232,,,,,,,,,
20210201,187,"34,513",,,,,,,,,
20150801,5187,12585,,,,,,,,,
20170701,7,4494,,,,,,,,,
20130801,2,3,,,,,,,,,
20230101,272,"5919,123",,,,,,,,,
20140901,4305,7292,,,,,,,,,
20200301,3,74,,,,,,,,,
20120401,425,13932,,,,,,,,,
20191201,57,"2138,932",,,,,,,,,
20110701,11377,292,,,,,,,,,
20221101,51307,"20393,498",,,,,,,,,
20130201,28,769,,,,,,,,,
20230701,31,"789,891",,,,,,,,,
20230401,3,"42,172",,,,,,,,,
20150101,8,20,,,,,,,,,
20140601,1,5181,,,,,,,,,
20240501,5,"2,339",,,,,,,,,
20140201,13,133,,,,,,,,,
20120101,509,31,,,,,,,,,
20240601,153,706,,,,,,,,,
20130701,76568,10527,,,,,,,,,
20110201,1,21,,,,,,,,,
20191001,4,"98,251",,,,,,,,,
20191001,5332,"2913,481",,,,,,,,,
20130801,12477,19944,,,,,,,,,
20220201,3,158,,,,,,,,,
20160101,1367,671,,,,,,,,,
20190301,142,"154,465",,,,,,,,,
20120301,19205,"3226,064",,,,,,,,,
20180501,30,"0,223",,,,,,,,,
20170101,8949,2736,,,,,,,,,
20140901,6,119,,,,,,,,,
20200901,783,"604,534",,,,,,,,,
20130401,1,29,,,,,,,,,
20110901,1,74,,,,,,,,,
20190901,58,"9,583",,,,,,,,,
20120301,60,9,,,,,,,,,
20240601,1,"0,549",,,,,,,,,
20150901,218,48,,,,,,,,,
20200701,3,"42,715",,,,,,,,,
20241201,48593,3904,,,,,,,,,
20200501,6423,"657,994",,,,,,,,,
20231101,2,"4335,08",,,,,,,,,
20110501,1,1011,,,,,,,,,
20140401,2781,5949,,,,,,,,,
20211101,2,"3297,364",,,,,,,,,
20150801,430899,29442,,,,,,,,,
20220501,2,"156,982",,,,,,,,,
20170801,1684,34190,,,,,,,,,
20241201,5,"90,443",,,,,,,,,
20181101,4,"22185,237",,,,,,,,,
20180401,55,"3918,261",,,,,,,,,
20221101,30548,"13889,415",,,,,,,,,
20170201,4,,,,,,,,,,
20110801,257400,18522,,,,,,,,,
20170201,69,18,,,,,,,,,
20110201,3,2028,,,,,,,,,
20151101,254196,34730,,,,,,,,,
20130701,15307,4838,,,,,,,,,
20151201,10,9,,,,,,,,,
20191101,1,"3984,347",,,,,,,,,
20180801,7129,"484,933",,,,,,,,,
20191101,8291,3662,,,,,,,,,
20230801,718,"25749,874",,,,,,,,,
20180501,351,"21917,562",,,,,,,,,
20120601,6,48,,,,,,,,,
20230401,40502,"11053,671",,,,,,,,,
20120901,4254,4008,,,,,,,,,
20180901,1680,2871,,,,,,,,,
20110101,10,8,,,,,,,,,
20190801,577,"5175,618",,,,,,,,,
20210501,925,"678,962",,,,,,,,,
20110201,2,23,,,,,,,,,
20120301,18,1803,,,,,,,,,
20231001,1,31669,,,,,,,,,
20210901,"454,209","530,89",,,,,,,,,
20200401,18981,"4276,585",,,,,,,,,
20211101,,"3797,68",,,,,,,,,
20160301,2,41,,,,,,,,,
20120701,998,1318,,,,,,,,,
2024/05/21,,,"18,8",16,"19,3","18,8","16,3",16,,,
20220701,15,"307,785",,,,,,,,,
20120201,2,21,,,,,,,,,
20160701,5,268,,,,,,,,,
20200401,299,"65,626",,,,,,,,,
20150601,287163,1821,,,,,,,,,
20110901,7525,3635,,,,,,,,,
20120601,8,156,,,,,,,,,
20191001,21125,"9146,857",,,,,,,,,
20231101,10,"4,488",,,,,,,,,
20211001,5935,3150,,,,,,,,,
20180401,20220,"4920,94",,,,,,,,,
20120301,4,19,,,,,,,,,
20220701,2,"12,57",,,,,,,,,
20240401,1,3,,,,,,,,,
20110901,21,47,,,,,,,,,
20220301,2,67,,,,,,,,,
20160301,1,306,,,,,,,,,
20190901,1,"222,755",,,,,,,,,
20210201,295,"20,35",,,,,,,,,
20191201,8875,"248,89",,,,,,,,,
20120201,4,,,,,,,,,,
20111101,316,26273,,,,,,,,,
20201201,10,1518,,,,,,,,,
20110101,157,3509,,,,,,,,,
20180301,389,104,,,,,,,,,
20121101,395,16764,,,,,,,,,
20180101,2686,"1827,278",,,,,,,,,
20220601,1,13,,,,,,,,,
20160801,839,35086,,,,,,,,,
20111001,149,2390,,,,,,,,,
20160901,952,3619,,,,,,,,,
20111201,8,12333,,,,,,,,,
20190401,2,2805,,,,,,,,,
20241001,"4643,361","6568,045",,,,,,,,,
20221001,3355,"2647,479",,,,,,,,,
20170301,208,341,,,,,,,,,
20181001,28,5910,,,,,,,,,
20170401,37,41,,,,,,,,,
20210901,812,"31144,204",,,,,,,,,
20121001,798,20484,,,,,,,,,
20241101,310,"49,288",,,,,,,,,
20120801,1790,618,,,,,,,,,
20190501,213,"110246,019",,,,,,,,,
20121101,6,2024,,,,,,,,,
20170201,1,,,,,,,,,,
20141101,8,121,,,,,,,,,
20201201,12,"65,414",,,,,,,,,
20180901,1,13447,,,,,,,,,
20190301,328290,"185116,29",,,,,,,,,
20150801,44269,28519,,,,,,,,,
20240101,,"0,003",,,,,,,,,
20120301,4530,4363,,,,,,,,,
20200601,7,"9,377",,,,,,,,,
20160601,85,102,,,,,,,,,
20150201,7014,2306,,,,,,,,,
20240601,101,"5429,316",,,,,,,,,
20230401,623,"41,877",,,,,,,,,
20170601,14177,971,,,,,,,,,
20190601,2097,"52514,213",,,,,,,,,
20200501,4,"48,768",,,,,,,,,
20151001,2911,1205,,,,,,,,,
20221001,1,,,,,,,,,,
20201201,1,1057,,,,,,,,,
20170901,,26,,,,,,,,,
20230801,105,"3384,632",,,,,,,,,
20240501,52,"1484,566",,,,,,,,,
20191001,183,"2322,175",,,,,,,,,
20200701,1,"0,1",,,,,,,,,
20230801,19,32663,,,,,,,,,
20131201,34,942,,,,,,,,,
20210401,13967,"29975,79",,,,,,,,,
20211001,42,"2078,254",,,,,,,,,
20171201,18148,11917,,,,,,,,,
20170801,34,5,,,,,,,,,
20171001,30,940,,,,,,,,,
20240801,2488,"44324,292",,,,,,,,,
20121001,25,624,,,,,,,,,
20221001,3,"2848,41",,,,,,,,,
20241001,5,"958,23",,,,,,,,,
20210401,17,"5684,526",,,,,,,,,
20200901,52239,"3449,518",,,,,,,,,
20220601,206,"1441,854",,,,,,,,,
20171001,19,4359,,,,,,,,,
20200201,322,"9050,564",,,,,,,,,
20130901,733,1573,,,,,,,,,
20220501,1,"254,77",,,,,,,,,
20221001,2,"0,687",,,,,,,,,
20240901,28,"2460,993",,,,,,,,,
20171001,1,3346,,,,,,,,,
20140401,139177,52830,,,,,,,,,
20201201,6,"0,706",,,,,,,,,
20210801,96,2591,,,,,,,,,
20180501,341,"337,266",,,,,,,,,
20230101,1123,1807,,,,,,,,,
20190801,20,"281,572",,,,,,,,,
20210701,1,"123,702",,,,,,,,,
20130701,3779,4823,,,,,,,,,
20210201,767,"561,541",,,,,,,,,
20161101,72,4207,,,,,,,,,
20211001,10,16,,,,,,,,,
20130401,2433,4777,,,,,,,,,
20150401,319,19,,,,,,,,,
20210201,3,"706,521",,,,,,,,,
20221001,168,"12843,515",,,,,,,,,
20161101,4,65,,,,,,,,,
20240201,62,"5336,396",,,,,,,,,
20160701,2059,3534,,,,,,,,,
20140901,2450,70518,,,,,,,,,
20111101,257,5520,,,,,,,,,
20190501,4,399,,,,,,,,,
20191201,9,"1625,865",,,,,,,,,
20240101,1,"0,353",,,,,,,,,
20191201,12,"465154,4",,,,,,,,,
20220801,202857,"26752,196",,,,,,,,,
20140901,24,3,,,,,,,,,
20170401,24,556,,,,,,,,,
20120901,6,,,,,,,,,,
20220601,502,"178,423",,,,,,,,,
20200301,7,199,,,,,,,,,
20190901,1,,,,,,,,,,
20130501,75,2606,,,,,,,,,
20120601,6,305,,,,,,,,,
20110201,5668,814,,,,,,,,,
20110601,291,374,,,,,,,,,
20130501,1,23,,,,,,,,,
20150701,"190201,583","1852,597",,,,,,,,,
20190201,488,"21317,582",,,,,,,,,
20240701,4,"13834,986",,,,,,,,,
20110101,8,47,,,,,,,,,
20211001,4,"3068,348",,,,,,,,,
20221001,585,"5014,796",,,,,,,,,
20170601,19,,,,,,,,,,
20230201,12,"551,811",,,,,,,,,
20130501,1556,578,,,,,,,,,
20150501,136,2881,,,,,,,,,
20240401,26721,"1949,55",,,,,,,,,
20120301,127,123754,,,,,,,,,
20120201,4805,3203,,,,,,,,,
20120901,57,10,,,,,,,,,
20170701,119,1063768,,,,,,,,,
20220701,2,"14,53",,,,,,,,,
20171201,26586,1967,,,,,,,,,
20131001,76,2207,,,,,,,,,
20190701,61,35,,,,,,,,,
20181201,446,15384,,,,,,,,,
20140701,1176,29490,,,,,,,,,
20230701,131164,"71532,691",,,,,,,,,
20130301,7,311,,,,,,,,,
20241201,2285,"7276,408",,,,,,,,,
20210501,14,794,,,,,,,,,
20190301,159554,"17636,863",,,,,,,,,
20230701,313,88,,,,,,,,,
20160501,4,1,,,,,,,,,
20110301,206726,66202,,,,,,,,,
20130201,1603,68683,,,,,,,,,
20150501,72,2833,,,,,,,,,
20181201,136831,"7830,917",,,,,,,,,
20120201,368,"9612,216",,,,,,,,,
20140201,132,96,,,,,,,,,
20230401,1173,"104702,916",,,,,,,,,
20200801,2,11,,,,,,,,,
20230301,4383,"4657,76",,,,,,,,,
20171001,1,76,,,,,,,,,
20120401,186789,4783,,,,,,,,,
20210501,205,"28,251",,,,,,,,,
20190601,3997,"1363,819",,,,,,,,,
20200901,313,204,,,,,,,,,
20230401,1,18664,,,,,,,,,
20231201,44,"1147,917",,,,,,,,,
20111201,515,34651,,,,,,,,,
20220101,16,"433,166",,,,,,,,,
20141001,1,2,,,,,,,,,
20210801,16098,"5528,849",,,,,,,,,
20231001,4817,"5180,925",,,,,,,,,
20220601,2,"20,397",,,,,,,,,
20211101,1691,"961,89",,,,,,,,,
20150801,65,61,,,,,,,,,
20220101,1,113,,,,,,,,,
20160301,2,42,,,,,,,,,
20150701,2,2268,,,,,,,,,
20201001,1,"3,888",,,,,,,,,
20240901,"566,073","4640,801",,,,,,,,,
20130301,468,,,,,,,,,,
20220501,915118,"23301,772",,,,,,,,,
20230701,2,"14,553",,,,,,,,,
20190801,1617,"91,702",,,,,,,,,
20241101,12,"2,294",,,,,,,,,
20170601,916,3657,,,,,,,,,
20130801,166,6230,,,,,,,,,
20200301,5,"131,68",,,,,,,,,
20171101,1,123,,,,,,,,,
20140501,38,11,,,,,,,,,
20180501,2,"2693,329",,,,,,,,,
20200701,97466,2922,,,,,,,,,
20110901,1190,29512,,,,,,,,,
20171001,2,1,,,,,,,,,
20170501,53,1174,,,,,,,,,
20240301,236433,"26410,425",,,,,,,,,
20200401,14,"6828,396",,,,,,,,,
20210401,256,"16431,053",,,,,,,,,
20160401,281,11358,,,,,,,,,
20140701,101,1027,,,,,,,,,
20121201,1,119,,,,,,,,,
2024/03/03,,,"18,8","17,9","19,2","18,8","18,3","17,9",,,
20161101,26,19357,,,,,,,,,
20170201,66931,44094,,,,,,,,,
20220101,173115,"12062,047",,,,,,,,,
20221201,8,14339,,,,,,,,,
20140301,2,17,,,,,,,,,
20220901,6,"1222,035",,,,,,,,,
20190901,63605,"9387,478",,,,,,,,,
20210901,2,3959,,,,,,,,,
20150601,4,57,,,,,,,,,
20140901,644,84,,,,,,,,,
2024/09/02,,,"24,4","2,8","24,7","22,7","3,1","2,2",,,
20240801,141,1136,,,,,,,,,
20210801,9,"21858,633",,,,,,,,,
20130301,5,1289,,,,,,,,,
20170601,2,8,,,,,,,,,
20120501,3,9636,,,,,,,,,
20210801,1,,,,,,,,,,
20170901,793,33049,,,,,,,,,
20161101,18964,26668,,,,,,,,,
20231201,2034,"177449,48",,,,,,,,,
20220401,30007,"14512,88",,,,,,,,,
20130801,1978,131,,,,,,,,,
2024/12/05,,,"27,2","16,8","27,6",26,"18,4","16,3",,,
20190301,"4024,239","331,6",,,,,,,,,
20161001,144,6117,,,,,,,,,
20140601,869,4,,,,,,,,,
20190101,1875,"3082,865",,,,,,,,,
20150401,12185,77006,,,,,,,,,
20211201,2,"2816,04",,,,,,,,,
20160601,11128,12962,,,,,,,,,
20150901,4425,1289,,,,,,,,,
20210901,2329,"2310,108",,,,,,,,,
20220601,6,"608,548",,,,,,,,,
20120201,21713,2190,,,,,,,,,
20210301,24,"92,067",,,,,,,,,
20240501,"603,118","6146,382",,,,,,,,,
20240301,205706,"5476,212",,,,,,,,,
20171201,451,35,,,,,,,,,
20160201,7,46602,,,,,,,,,
20210101,926,"32459,952",,,,,,,,,
20210401,"57,132","585,142",,,,,,,,,
20111001,56,25002,,,,,,,,,
20210501,157562,"11109,058",,,,,,,,,
20160401,229,3077,,,,,,,,,
20220501,129,2155,,,,,,,,,
20211201,69,"1373,644",,,,,,,,,
20240401,12,"4,452",,,,,,,,,
20211101,2,"17,852",,,,,,,,,
20221001,1,"6,472",,,,,,,,,
20140101,69574,86774,,,,,,,,,
20220801,659,"92,74",,,,,,,,,
20110901,1991,2293,,,,,,,,,
20140401,23,864,,,,,,,,,
20191001,171,49,,,,,,,,,
20231001,10693,"16989,893",,,,,,,,,
20160401,4,828,,,,,,,,,
20220401,2,"23,301",,,,,,,,,
20180401,1104,"40226,125",,,,,,,,,
20191201,22586,"45864,397",,,,,,,,,
20180301,18,"59,364",,,,,,,,,
20201101,4343,"2143,958",,,,,,,,,
20120101,227,16084,,,,,,,,,
20231001,28,"1,871",,,,,,,,,
20230701,9,1192,,,,,,,,,
20170901,10,603,,,,,,,,,
20181101,3140,"3468,308",,,,,,,,,
20160201,1,92,,,,,,,,,
20180701,19,"4174,048",,,,,,,,,
20231201,242,541,,,,,,,,,
20170201,81,21638,,,,,,,,,
20150801,1,,,,,,,,,,
20200701,1,4339,,,,,,,,,
20200401,4326,3460,,,,,,,,,
20121201,114436,27779,,,,,,,,,
20160501,14,338,,,,,,,,,
20140501,29,39,,,,,,,,,
20140101,2,24,,,,,,,,,
20140701,26,7,,,,,,,,,
20230301,664,"119,821",,,,,,,,,
20220101,6460,"191,81",,,,,,,,,
20240801,725,"21599,408",,,,,,,,,
20200201,"5,921","199,873",,,,,,,,,
20190701,137,"3166,232",,,,,,,,,
20160401,115899,3290,,,,,,,,,
20121201,82,98,,,,,,,,,
20220201,2,,,,,,,,,,
20160501,10,603,,,,,,,,,
20170701,285,3,,,,,,,,,
20230101,11226,"277,855",,,,,,,,,
2024/01/31,,,"24,3","20,3","24,3","22,5","20,6","19,2",,,
20220201,1,"3796,463",,,,,,,,,
20111001,115,1106,,,,,,,,,
20130601,744,17815,,,,,,,,,
2024/09/30,,,"28,9","1,6","30,7","28,9","1,8","0,5",,,
20120801,3,,,,,,,,,,
20131201,2,307,,,,,,,,,
20110201,3,7112,,,,,,,,,
20231201,2,3,,,,,,,,,
20231001,81,24,,,,,,,,,
20180701,17698,"3957,182",,,,,,,,,
20210701,5314,"1014,249",,,,,,,,,
20130301,2,,,,,,,,,,
20180901,29,97,,,,,,,,,
20230801,116,"54,878",,,,,,,,,
20190901,3,"16,925",,,,,,,,,
20161201,16,,,,,,,,,,
20230501,4,"63,262",,,,,,,,,
2024/02/14,,,"16,8","15,9","18,8","16,8","16,1","15,5",,,
20131001,13769,936,,,,,,,,,
20180101,929,"369,059",,,,,,,,,
20160801,1066,2971,,,,,,,,,
20210701,20488,10467,,,,,,,,,
20230801,30680,"12049,27",,,,,,,,,
20160601,579,558,,,,,,,,,
20121201,440,57,,,,,,,,,
20240501,3,"227,16",,,,,,,,,
20170101,25001,3737,,,,,,,,,
20170401,12,228,,,,,,,,,
20180101,19405,"5047,403",,,,,,,,,
20230701,23610,8636,,,,,,,,,
20180701,13,3,,,,,,,,,
20210601,4,20404,,,,,,,,,
20210201,1,27,,,,,,,,,
20130401,32956,4713,,,,,,,,,
20211001,152387,21646,,,,,,,,,
20141001,1,20170,,,,,,,,,
20190201,27064,6605,,,,,,,,,
20231001,2,"12,764",,,,,,,,,
20241201,2,"0,692",,,,,,,,,
20211201,21829,"5069,437",,,,,,,,,
20110401,23,78181,,,,,,,,,
20230301,7140,"210,85",,,,,,,,,
20111001,49,858,,,,,,,,,
20211001,11,"170,077",,,,,,,,,
20220601,759,"1957,083",,,,,,,,,
20141101,11,3,,,,,,,,,
20151101,2709,202626,,,,,,,,,
20190701,1778,"550,106",,,,,,,,,
20231001,2294,"352,519",,,,,,,,,
20171201,4,46091,,,,,,,,,
20111001,156163,21336,,,,,,,,,
20151201,8089,11181,,,,,,,,,
20120901,47742,16328,,,,,,,,,
20150601,3851,3174,,,,,,,,,
20240401,30,"27,339",,,,,,,,,
20160901,41832,337,,,,,,,,,
20201101,787,"75,534",,,,,,,,,
20170201,916,126,,,,,,,,,
20121001,1,2906,,,,,,,,,
20190401,1,"3,5",,,,,,,,,
20240301,94148,"6841,931",,,,,,,,,
